assertion	agreement score
 Gleichgeschlechtliche Paare können einem Kind genauso gute Eltern sein wie Frau und Mann.	0,853658537
 Gleichstellung bedeutet tatsächlich bloß "Bevorzugung der Frauen".	0,024390244
 Gleichstellung der Geschlechter ist eine Überbevorteilung von Frauen	0,073170732
 Gleichstellung ist dann erreicht, wenn Männer und Frauen das Selbe verdienen.	0,341463415
 Gleichstellung ist gerecht.	0,853658537
 Gleichstellung muss durch politische Mittel erzwungen werden, z.B. Frauenquote, Frauenbeauftragte etc.	0,487804878
 Gleichstellung und "Gleichberechtigung" sind verschiedene Sachen. Gleichberechtigung ist notwendig und erwünscht. Gleichstellung (Die erzwungene Gleichmachung) ist dagegen unerwünscht.	0,43902439
 Gleichtstellung ist quängeln nach Status.	0,024390244
 Gleichwertigkeit ist nochmal was anderes (und viel wichtiger!) als Gleichstellung	0,829268293
 Hauptproblem für eine Gleichbehandlung ist die besondere Rolle, die der Frau in der Zeugung und Erziehung von Kindern zukommt.	0,487804878
 Hausfrauen begehen aktiv Verrat am eigenen Geschlecht.	0
 Hausfrauen können keine Feministinnen sein.	0,073170732
 Häuslicher (psychischer) Missbrauch wird auch von Frauen verübt.	0,926829268
 Hinter jedem starkem Mann steht eine starke Frau. aber nicht davor.	0,12195122
 Hübsche Frauen brauchen sich im Leben nicht anstrengen. Deswegen gibt es nur hässliche bratzen in MINT Fächern.	0,048780488
 Im Anbetracht von Jahrhunderten der Diskriminierung ist es nicht genug jetzt Gleichheit herzustellen, es muss dafür gesorgt werden dass alle Geschlechter die gleichen Startvorraussetzungen haben	0,926829268
 Im Falle eines Sorgerechtstreites sollten Mütter immer oder eher das alleinige Recht haben.	0,024390244
 Im kommenden Bürgerkrieg werden Verräter als erstes vernichtet. Genderisten und Feministen stehen ganz oben auf der Liste.	0,024390244
 In der Erziehung sollten Vater und Mutter bzw. Mann und Frau gleich viel Einfluss nehmen.	0,975609756
 In der Politik werden die Belange von Männern und Jungen im speziellen kaum beachtet	0,292682927
 In der Unterschicht herrscht eine höhere Rollenidentifikation beider Geschlechter.	0,463414634
 In der Wirtschaft braucht es zumindest eine Zeit lang eine Frauenquote.	0,707317073
 In Texten müssen alle Personen auch immer mit *innen genannt werden um Frauen nicht zu diskriminieren	0,390243902
 Jeder Mensch, egal welches Geschlecht, sollte die gleichen Möglichkeiten in allen Lebenslagen haben.	1
 Jeder, der für die Gleichberechtigung von Frauen und Männern ist, ist Feminist (per Definition).	0,487804878
 Jungs brauchen Männer als Vorbilder und Frauen können dies in keinem Fall ersetzen. Kinder, die ohne eine Vater-Rolle aufwachsen haben oft Probleme/sind schlechter sozial angepasst	0,268292683
 Karrierefrauen sind Zicken.	0
 Keine Frauen im Bundestag.	0
 Kinder gehören immer zur Mutter.	0,048780488
 Kinder sollen Beta-Blockers bekommen damit sie sich entscheiden können, ob sie männlich oder weiblich sein möchten.	0,024390244
 Kindererziehung liegt Frauen einfach mehr.	0,219512195
 Kritk an Gleichstellungspolitik entsteht ausschließlich oder überwiegend aus Frauenhass.	0,243902439
 Kulturelle Faktoren erklären den Großteil der Verhaltensunterschiede zwischen Frau und Mann.	0,902439024
 Künstlich geschaffene geschlechtsneutrale Endungen und Berufsbezeichnungen (zB. Bäcker_in, Postbot_x, PolizistIn) sind überflüssig. Legislative Eingriffe stehen der natürlichen Entwirklung der Sprache entgegen.	0,43902439
 Legalisierung von Prostitution erniedrigt Frauen.	0,292682927
 Leistung muss geschlechtsneutral betrachtet werden, Frauen dürfen keinen Vorteil, aber auch kein Nachteil auf Grund des Geschlechts haben.	0,926829268
 Leistung und Eignung vor Quotenregelung.	0,902439024
 Mädchen mögen lieber Pink, Jungen mögen lieber Blau.	0,048780488
 Mädchen spielen lieber mit Puppen, Jungen spielen lieber mit Autos.	0,146341463
 Männer die sich gegen Feminismus als solchen aussprechen haben Sorge, ihre "gottgegebene" Herrschaft über die Frau zu verlieren.	0,682926829
 Männer dürfen auch Gefühle zeigen.	1
 Männer erhalten seltener das Sorgerecht, egal ob sie besser geeignet wären.	0,829268293
 Männer erkennen die Existenz eines systemischen Patriarchats an.	0,219512195
 Männer fühlen sich von Frauen in Führungspositionen bedroht.	0,658536585
 Männer geben sich bei Beziehungen nicht so viel Mühe wie Frauen.	0,146341463
 Männer haben aufgrund von toxischer Männlichkeit(sbilder) nicht die Möglichkeit eine eigene Geschlechterrolle anzunehmen	0,463414634
 Männer haben durchschnittlich höhere Einkommen weil sie oft unbequemere aber besser bezahlte Jobs annehmen als Frauen.	0,292682927
 Männer können sich im Berufsleben besser durchsetzen.	0,292682927
 Männer müssen Fußball gut finden.	0,024390244
 Männer sind das Problem der Ungleichbehandlung.	0,243902439
 Männer sind extremer (andere Normalverteilung), was dazu führt, dass sie sowohl in der Spitze als auch am Boden der Gesellschaft überrepräsentiert sind.	0,365853659
 Männer sind für Führungrollen grundsätzlich besser geeignet.	0,048780488
 Männer sind im Allgemeinen stärker als Frauen	0,414634146
 Männer sind im Bereich Erziehung an der falschen Stelle.	0,024390244
 Männer sind im Durchschnitt egoistischer, weniger empathisch und moralisch schlechtere Menschen als Frauen.	0,12195122
 Männer sind im Schnitt biologisch intelligenter.	0,024390244
 Männer sind in der Regel intelligenter als Frauen.	0,024390244
 Männer sind in Führungspositionen immer erfolgreicher als Frauen.	0,097560976
 Männer sind intelligenter als Frauen.	0
 Männer sind schlauer als Frauen.	0
 Männer sind Schweine.	0,024390244
 Männer sind selten gute Feministen (auch wenn sie sich dafür halten) und sollten aus den Debatten herausgehalten werden.	0,048780488
 Männer sind von Natur aus schon anders als Frauen.	0,804878049
 Männer sollten die gleichen Chancen haben, das Sorgerecht für Kinder im Scheidungsfall zu erhalten, wie Frauen.	1
 Männer tendieren von ihren persönlichen Interessen her eher zu Naturwissenschaft und Technik als Frauen.	0,463414634
 Männer und Frauen sind absolut gleich.	0,243902439
 Männer und Frauen sind bereits gleichberechtigt.	0,073170732
 Männer und Frauen sind gleich intelligent.	0,902439024
 Männer und Frauen sind in einer traditionellen Familie am glücklichsten.	0
 Männer und Frauen sind verschieden.	0,829268293
 Männer und Frauen sind wortwörtlich gleich ("Wir sind alles nur Menschen!")	0,756097561
 Männer und Frauen sind, bis auf äußere Merkmale, gleich.	0,341463415
 Männer und Frauen sollten bei gleicher Qualifikation, Erfahrung und Eignung das gleiche Einkommen haben.	0,975609756
 Männer und Frauen sollten im Job gleich behandelt werden.	1
 Männer unter sich sind produktiver/geordneter. Beispiel das Inselexperiment, wo strikt nach Männern/Frauen getrennt wurde.	0,097560976
 Männer verdienen mehr, weil sie besser arbeiten.	0,048780488
 Männer verdienen oft besser, dafür haben Frauen es in Beziehungen und im Sozialleben einfacher.	0,170731707
 Männer verdienen oft gerechterweise mehr, da sie in Gehaltsverhandlungen aggressiver sind.	0,12195122
 Männer werden bei bestimmten Bereichen, wie Militätdienst oder Sorgerecht benachteiligt.	0,658536585
 Männer werden im Bildungssystem Schule nicht benachteiligt.	0,463414634
 Männer, die Emotionen zeigen, sind Schwächlinge.	0,024390244
 Männer, die sich um Kinder und Haushalt kümmern, sind Weicheier.	0,024390244
 Männerhass ist nicht mal illegitim.	0,097560976
 Maskulinismus, GamerGate und ähnliche Strömungen sind oft kaum verhohlener Frauenhass.	0,414634146
 Maßnahmen zur Gleichstellung sind unnötig.	0,12195122
 Masturbation und Erwähnen der Intimbereiche ist etwas, was die Gesellschaft nur mit Jungs in Verbindung bringt und nicht mit Mädchen, sodass letztere ohne dieses Bewusstsein aufwachsen und im späteren Leben "ins kalte Wasser geschmissen werden".	0,56097561
 Men's rights Typen sollten alle in den Knast.	0
 Menschen sollen nicht aufgrund ihrer Genitalien anders behandelt werden	0,975609756
 Moderner Femismus ist gekennzeichnet durch Hass gegen Männer.	0,097560976
 Moderner Femismus wir immer mehr zum Männerhass.	0,292682927
 Muslime behandeln Frauen schlecht.	0,414634146
 Mütter sollten zu Hause bleiben und sich um das Kind kümmern.	0,024390244
 Mutter zu sein sollte für Frauen viel wichtiger sein, als Karriere zu machen, weil Kinder für das Frauenglück enorm wichtig sind.	0,048780488
 Nach einer Trennung gehören die Kinder zur Mutter.	0,12195122
 Nicht alle Männer sind technisch begabt.	0,975609756
 Patchwork-Familien und Single-Mütter sind sub-optimal im Vergleich zu normalen, stabilen Ehen.	0,12195122
 Personen die sich für den Feminismus einsetzen sollte man vergasen.	0
 Positive Diskriminierung ist notwendig / gut.	0,097560976
 Sexismus ist allgegenwärtig.	0,853658537
 Sexismus und Antifeminismus werden ausschließlich von Männern vertreten	0,219512195
 Sexismus wird als Mittel der Machterhaltung eingesetzt.	0,780487805
 Solange ein Macho in einem Führunsteam ist, haben Frauen es schwer.	0,707317073
 Spezielle Geschlechterquoten sind unnötig und kontraproduktiv.	0,195121951
 Sprachliche Gleichstellung ist ein unnötiger Aufwand, da diese keine Auswirkung auf reale Gleichstellung hat.	0,512195122
 Statistisch können Frauen mit Stresssituationen schlechter umgehen als Männer.	0,146341463
 Studiengänge mit einem Frauenüberschuss wie Psychologie sollten eine Männerquote erhalten.	0,341463415
 Technische Affinität sollte nicht nur Männern zugeschrieben werden.	0,902439024
 Titel, Amtsbezeichnungen und feste Begriffe, z.B. Vaterland, Dienstgrade oder Kanzler, sollen nicht an Geschlechter angepasst werden.	0,536585366
 Traditionell männliche und weibliche Eigenschaften sind gleich viel wert und müssen je nach Situation abgewogen werden.	0,853658537
 Um den Gendergap zu verringern müssen frauentypische Berufe, z.B. in der Pflege und Erziehung, besser bezahlt werden.	0,926829268
 Um die strukturelle Benachteiligung von nicht-männlichen Personen zu bekämpfen, ist ein gesellschaftlicher Wandel nötig.	0,951219512
 Unangenehm lange Umarmungen oder Blicke oder Hinterherschauen stellen sexuelle Belästigungen dar oder sollten strafrechtlich relevant sein.	0,292682927
 Unter der Annahme das geschlechtergerechte Sprache sinnvoll oder notwendig ist, sind Binnen-I oder Genderstern die besten Lösungen.	0,390243902
 Väter müssen im gleichen Umfang wie Mütter Verantwortung für ihre Kinder übernehmen.	1
 Verlangen nach einem Weltmännertag ist dumm.	0,268292683
 Viele der Nachteile, die Frauen in Deutschland haben (GPG, versteckte Einstellungshürden), sind auf gesellschaftliche Erwartungshaltungen bei der Kinderbetreuung zurückzuführen.	0,634146341
 Viele Frauen fordern Gleichstellung, meinen aber damit eine Bevorteilung.	0,219512195
 Vor der Justiz werden Männer und Frauen gleich behandelt.	0,414634146
 Wenn eine Frau sich freizügig kleidet, ist sie selber schuld, wenn sie begrapscht oder vergewaltigt wird.	0,097560976
 Wenn Frauen frei entscheiden könnten würden sie zum grossen Teil keine Männerberufe wählen.	0,146341463
 Wenn Frauen nicht streng erzogen werden neigen sie zu asozialen und hysterischen Verhaltensweisen (sieht man an den 68ern). Männer haben dagegen eine natürliche Moral.	0,024390244
 Wenn Frauen sich nur anstrengen, können sie genauso viel schaffen wie Männer.	0,463414634
 Wenn künstliche Gebärmuttern verfügbar sind, werden Frauen weitesgehend nutzlos sein.	0,024390244
 Wie legen mehr Wert auf die Gesundheit von Frauen als auf die von Männern.	0,073170732
 Wir brauchen eine nicht-geschlechtliche Gesellschaft.	0,487804878
 Wir müssen weiter über Feminismus reden, um die Gleichstellung voran zu bringen.	0,829268293
 Wörter wie "Krankenschwester" stempeln das Berufsbild als "Frauenberuf" ab.	0,707317073
 Zu viele Frauen in Erziehungsberufen führen zu mangelnden männlichen Vorbildern und Bezugspersonen.	0,463414634
 Zwischen Männern und Frauen gibt es Unterschiede, die sich nicht auf den Fortpflanzungsapparat beziehen und nicht durch Sozialisierung erklärbar sind.	0,658536585
